Unique_ID,Body_Text
SSK-180,"Headwind: When you play this character, chosen knight character gains Challenger +2 this turn. (They get +2{s} when challenging.)"
SSK-181,"Stronger Together: When you play this character, if you have another Knight character in play, you may deal 1 damage to chosen character or location."
SSK-182,"I Don't Have Any Other Choice: For each opposing character banished in a challenge this turn, you pay 2{i} less to play this character.
Resist +3 (Damage dealt to this character is reduced by 3.)"
SSK-183,Natural Leader: This character gains Resist +1 for each other Knight character you have in play. (Damage dealt to this character is reduced by 1 for each other Knight.)
SSK-184,"I'm Warning You!: During your turn, whenever one of your characters banishes a character in a challenge, you may deal 1 damage to chosen character."
SSK-185,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Kronk.)
Are You on the List?: During your turn, whenever this character banishes another character in a challenge, you may play a character with cost 5 or less for free."
SSK-186,"Boon of Resilience: While one of your Knight characters is at a location, that character gains Resist +2. (Damage dealt to them is reduced by 2.)
Burst of Speed: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)"
SSK-187,"Re-Pete: {e} - Reveal the top card of your deck. If it's a character card named Pete, you may play it for free."
SSK-188,NA
SSK-189,"Impress the Princess: While you have a character named Snow White in play, this character gains Bodyguard. (An opposing character who challenges one of your characters must choose one with Bodyguard if able.)"
SSK-190,NA
SSK-191,"Burst of Speed: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)"
SSK-192,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Simba.)
Fearsome Roar: When you play this character, you may banish chosen item or location."
SSK-193,"Drastic Measures: When you play this character, you may discard your hand to draw 2 cards."
SSK-194,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Arthur.) Knighted by the King: When you play this character, chosen character gains Challenger +2 and Resist +2 and can challenge ready characters this turn. (They get +2{s} while challenging. Damage dealt to them is reduced by 2.)"
SSK-195,"Blow the Whistle: When you play this character, opponents can't play actions until the start of your next turn."
TFC-001,Voiceless - This character can't {e} to sing songs.
TFC-002,"Singer 5 (This character counts as cost 5 to sing songs.) 

Musical Debut - When you play this character, look at the top 4 cards of your deck. You may reveal a song card and put it into your hand. Put the rest on the bottom of your deck in any order."
TFC-003,"Singer 5 (This character counts as cost 5 to sing songs.) 

A Wonderful Dream - {e} - Remove up to 3 damage from chosen Princess character."
TFC-004,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

And Two For Tea! - When you play this character, you may remove up to 2 damage from each of your Musketeer characters."
TFC-005,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Hades.) 

Sinister Plot - This character gets +1 {l} for each other Villain character you have in play."
TFC-006,"Well of Souls - When you play this character, return a character card from your discard to your hand."
TFC-007,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)"
TFC-008,"Loyal - If you have a character named Gaston in play, you pay 1 {i} less to play this character."
TFC-009,NA
TFC-010,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)"
TFC-011,"Horse Kick - When you play this character, chosen character gets -2 {s} this turn."
TFC-012,NA
TFC-013,NA
TFC-014,"We Can Fix It - Whenever this character quests, you may ready your other Princess Characters. They can't quest for the rest of this turn."
TFC-015,NA
TFC-016,"Heroism - When this character challenges and is banished, you may banish the challenged character."
TFC-017,NA
TFC-018,"Gleam and Glow - When you play this character, remove up to 3 damage from one of your characters. Draw a card for each 1 damage removed this way."
TFC-019,Singer 4 (This character counts as cost 4 to sing songs.)
TFC-020,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
TFC-021,"Ohana - When you play this character, if you have 2 or more other characters in play, you may draw 2 cards."
TFC-022,NA
TFC-023,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Stitch.) 

Adoring Fans - Whenever you play a character with cost 2 or less, you may exert them to draw a card."
TFC-024,"Tastes Like Chicken - When you play this character, you may remove up to 1 damage from chosen character."
TFC-035,"Loving Heart - When you play this character, if you have a character named Elsa in play, choose an opposing character. The chosen character doesn't ready at the start of their next turn."
TFC-036,NA
TFC-037,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Dr. Facilier.) 

Into The Shadows - Whenever one of your other characters is banished in a challenge, you may return that card to your hand."
TFC-038,"Challenger +2 (When challenging, this character get +2 {s}.) "
TFC-039,"Dreams Made Real - Whenever you play a song, you may look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom."
TFC-040,NA
TFC-041,Freeze -{e} - Exert chosen opposing character.
TFC-042,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Elsa.) 

Deep Freeze - When you play this character, exert up to 2 chosen characters. They can't ready at the start of their next turn."
TFC-043,"Rush (This character can challenge the turn they're played.) 

Dexterous Lunge - Your characters named Jetsam gain Rush."
TFC-044,Hidden Wonders - This character gets +1 {s} for each card in your hand.
TFC-045,"Challenger +3 (When challenging, this character gets +3 {s}.) "
TFC-046,"Evasive (Only characters with Evasive can challenge this character.) 

Sinister Slither - Your characters named Flotsam gain Evasive."
TFC-047,"Sweep - When you play this character, you may shuffle a card from any discard into its player's deck."
TFC-048,NA
TFC-049,"Cast My Spell! - When you play this character, you may draw a card."
TFC-050,"Durable - When this character is banished in a challenge, you may return this card to your hand."
TFC-051,"Animate Broom - You pay 1 {i} less to play Broom characters.

Ceaseless Worker - Whenever one of your Broom characters is banished in a challenge, you may return that card to your hand."
TFC-052,NA
TFC-053,"Camouflage -  While you have another character in play, this character gains Evasive. (Only characters with Evasive can challenge them.)"
TFC-054,Rush (This character can challenge the turn they're played.) 
TFC-055,NA
TFC-056,I Summon Thee - {e} - Draw a card.
TFC-057,NA
TFC-058,"Evasive (Only characters with Evasive can challenge this character.)   Loyal and Devoted - Your characters named Peter Pan gain Challenger +1."
TFC-059,"It's Too Easy! - When you play this character, each opponent loses 1 lore. You may draw a card for each 1 lore lost this way."
TFC-060,"You're Excused - Whenever this character quests, look at the top card of your deck. Put it on either the top or the bottom of your deck"
TFC-061,"Rush (This character can challenge the turn they're played.) 

Challenger +4 (While challenging, this character get +4 {s}.) "
TFC-069,Ward (Opponents can't choose this character except to challenge.) 
TFC-070,"Rush (This character can challenge the turn they're played.) 

Roar - When you play this character, exert all opposing damaged characters."
TFC-071,"Lose Something? - When this character is challenged and banished, banish the challenging character."
TFC-072,"You'll Be Sorry! - When this character is challenged and banished, you may return chosen character to their player's hand."
TFC-073,NA
TFC-074,"Here Comes The Smolder - Whenever this character is challenged, the challenging player chooses and discards a card."
TFC-075,"Evasive (Only characters with Evasive can challenge this character.) 

Disappear - When you play this character, you may return chosen character to their player's hand."
TFC-076,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Genie.) 

Evasive (Only characters with Evasive can challenge this character.) 

Phenomenal Cosmic Power! - Whenever this character quests, you may play an action with cost 5 or less for free."
TFC-077,NA
TFC-078,NA
TFC-079,NA
TFC-080,You Got A Problem? - {e} - Chosen character gains Reckless during their next turn. (They can't quest and must challenge if able.)
TFC-081,"Puppynapping - Whenever this character quests, chosen opposing character can't quest during their next turn."
TFC-082,"Pick Your Fights - When you play this character and whenever he quests, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)"
TFC-083,NA
TFC-084,"Ward (Opponents can't choose this character except to challenge.) 

No Touchy! - When this character is challenged and banished, you may banish the challenging character."
TFC-085,"Do It Again! - When you play this character, you may return an action card from your discard to your hand."
TFC-086,"Tea Party - Whenever this character is challenged, you may draw a card."
TFC-087,"Wonder Boy - When you play this character, chosen character gets +2 {s} this turn."
TFC-088,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Mickey Mouse.) 

Misdirection - Whenever you play an action, chosen opposing character can't quest during their next turn."
TFC-089,NA
TFC-090,"Skip The Drama, Stay With Mama - While this character is exerted, opposing characters can't quest."
TFC-091,Evasive (Only characters with Evasive can challenge this character.) 
TFC-092,NA
TFC-093,"Evasive (Only characters with Evasive can challenge this character.) 

Pixie Dust - When you play this character, chosen character gains Evasive this turn."
TFC-103,NA
TFC-104,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Aladdin.)   Daring Exploit - During your turn, whenever this character banishes another character in a challenge, you gain 2 lore and each opponent loses 2 lore."
TFC-105,"Improvise - When you play this character, each opponent loses 1 lore."
TFC-106,NA
TFC-107,"Rush (This character can challenge the turn they're played.) 

You Coward! - While this character is exerted, opposing characters with Evasive gain Reckless. (They can't quest and must challenge if able.)"
TFC-108,NA
TFC-109,"That's No Blizzard! - Whenever you play a character named Anna, ready this character. This character can't quest for the rest of this turn."
TFC-110,Reckless (This character can't quest and must challenge each turn if able.) 
TFC-111,Evasive (Only characters with Evasive can challenge this character.)
TFC-112,"Fan The Flames - When you play this character, ready chosen character. They can't quest for the rest of this turn."
TFC-113,"Dragon Fire - When you play this character, you may banish chosen character."
TFC-114,"Rush (This character can challenge the turn they're played.) 

Reckless (This character can't quest and must challenge each turn if able.) "
TFC-115,Evasive (Only characters with Evasive can challenge this character.)
TFC-116,NA
TFC-117,"This Is Not Who You Are - When you play this character, you may banish chosen character named Te Ka."
TFC-118,"Lead By Example - During your turn, whenever this character banishes another character in a challenge, your other characters get +1 {l} this turn."
TFC-119,Rush (This character can challenge the turn they're played.) 
TFC-120,Evasive (Only characters with Evasive can challenge this character.) 
TFC-121,"Tangle - When you play this character, each opponent loses 1 lore."
TFC-122,NA
TFC-123,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Scar.) 

Rousing Speech - When you play this character, ready your characters with cost 3 or less. They can't quest for the rest of this turn."
TFC-124,NA
TFC-125,NA
TFC-126,Reckless (This character can't quest and must challenge each turn if able.) 
TFC-127,Evasive (Only characters with Evasive can challenge this character.) 
TFC-137,"Look At This Stuff - Whenever you play an item, you may ready this character."
TFC-138,"Disarming Beauty - When you play this character, chosen character gets -2 {s} this turn."
TFC-139,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Aurora.)   Protective Embrace - Your other characters gain Ward. (Opponents can't choose them except to challenge.)"
TFC-140,NA
TFC-141,"Tinker - Whenever this character quests, you pay 1 {i} less for the next item you play this turn."
TFC-142,"Read A Book - During your turn, you may put an additional card from your hand into your inkwell facedown.

My Favorite Part! - While you have 10 or more cards in your inkwell, this character gets +4 {l}."
TFC-143,"Support (Whenever this character quests, you may add their {s} to another chosen character‘s {s} this turn.) "
TFC-144,Ward (Opponents can't choose this character except to challenge.) 
TFC-145,NA
TFC-146,"I Will Be With You - When this character is banished, you may put this card into your inkwell facedown and exerted."
TFC-147,"Is There A Downside To This? - When you play this character, you may put chosen opposing character into their player's inkwell facedown."
TFC-148,NA
TFC-149,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Jasmine.) 

Caretaker - When you play this character and whenever she quests, you may remove up to 2 damage from each of your characters."
TFC-150,NA
TFC-151,NA
TFC-152,"Give It A Try - Whenever this character quests, you pay 2 {i} less for the next item you play this turn.

It Works! - Whenever you play an item, you may draw a card."
TFC-153,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)"
TFC-154,"Get A Clue - When you play this character, you may put the top card of your deck into your inkwell facedown and exerted."
TFC-155,NA
TFC-156,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)"
TFC-157,"Feed The Poor - When you play this character, if an opponent has more cards in their hand than you, draw a card.  Good Shot - During your turn, this character gains Evasive. (They can challenge characters with Evasive.)"
TFC-158,"Insidious Plot - When you play this character, chosen opposing character gets -5 {s} this turn."
TFC-159,"What Have We Here? - When you play this character and whenever he quests, you may return an item card from your discard to your hand.

Glam - This character gets +1 {l} for each item you have in play."
TFC-160,NA
TFC-171,NA
TFC-172,"Break - When you play this character, you may banish chosen item."
TFC-173,"Double The Powder - When you play this character, you may return an action card named Fire the Cannons! from your discard to your hand."
TFC-174,"Challenger +2 (When challenging, this character gets +2 {s}.) "
TFC-175,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Captain Hook.) 

Challenger +3 When challenging, this character get +3 {s}.) 

Stolen Dust - Characters with cost 3 or less can't challenge this character."
TFC-176,NA
TFC-177,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.) 

Stay Alert! - During your turn, your Musketeer characters gain Evasive. (They can challenge characters with Evasive.)"
TFC-178,Under Arrest - Characters with cost 2 or less can't challenge your characters.
TFC-179,NA
TFC-180,"Stage A Little Accident - Whenever this character quests, you may deal 1 damage to chosen character."
TFC-181,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
TFC-182,NA
TFC-183,NA
TFC-184,NA
TFC-185,NA
TFC-186,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

All For One - Your other musketeer character get +1 {s}."
TFC-187,"Challenger +2 (When challenging, this character get +2 {s}.) "
TFC-188,"Guess What? - When you play this character, you may draw a card, then choose and discard a card."
TFC-189,"Challenger +4 (While challenging, this character gets +4 {s}.)

POUNCE: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)"
TFC-190,"I Know What I Have To Do - During your turn, whenever this character banishes another character in a challenge, you gain 1 lore."
TFC-191,"Aye Aye, Captain - While you have a Captain character in play, this character gets +1 {l}."
TFC-192,"Seek The Heart - During your turn, whenever this character banishes another character in a challenge, you gain 2 lore."
TFC-193,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Tinker Bell.) 

ROCK THE BOAT: When you play this character, deal 1 damage to each opposing character.

Puny Pirate! - During your turn, whenever this character banishes another character in a challenge, you may deal 2 damage to chosen opposing character."
TFC-194,"Battle Plans - {e} - Draw a card, then choose and discard a card."
URS-001,NA
URS-002,"To the Table - When you play this character, you may search your deck for a Madrigal character card and reveal that card to all players. Shuffle your deck and put that card on top of it."
URS-003,Singer 7 (This character counts as cost 7 to sing songs.)
URS-004,"Singer 9 (This character counts as cost 9 to sing songs.)
Beautiful Voice - Whenever this character sings a song, your other Princess characters get +1{l} this turn."
URS-005,"As You Were! - Whenever this character quests, you may give chosen character -2{s} until the start of your next turn."
URS-006,NA
URS-007,"Infiltration - When you play this character, each opponent chooses and discards a card."
URS-008,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
Wait For Me! - When you play this character, chosen character gets +1{l} this turn."
URS-009,NA
URS-010,Dubious Recruitment - {e}: You pay 2{i} less for the next character you play this turn.
URS-011,"Stolen Away - At the end of your turn, if you didn't play a song this turn, banish this character"
URS-012,"En Gawrsh! - Whenever you play a character with Bodyguard, ready this character. He can't quest for the rest of this turn."
URS-013,"Signature Recipe - When you play this character, you may remove up to 2 damage from chosen character. If you removed damage this way, you may draw a card."
URS-014,"Here Boy - If you have a character named Prince Eric in play, you play 1{i} less to play this character."
URS-015,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
Strike Up the Music - When you play this character, chosen character gains Support this turn."
URS-016,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Mickey Mouse.)
Bodyguard, Support
Musketeers United - When you play this character, if you used Shift to play him, you may draw a card for each character with Bodyguard you have in play."
URS-017,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
Dramatic Entrance - When you play this character, banish chosen opposing character with 5{s} or more."
URS-018,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
Saving the Miracle - Whenever this character quests, your other Madrigal characters ger +1{l} this turn."
URS-019,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)"
URS-020,"To the Rescue - When you play this character, you may remove up to 3 damage from one of your characters."
URS-021,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
URS-022,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Prince Eric.)
Under Vanessa's Spell - While you have a character named Ursula in play, this character gains Bodyguard and gets +2{w}. (An opposing character who challenges one of your characters must choose one with Bodyguard if able.)"
URS-023,NA
URS-024,"Shift: Discard a song card (You may discard a song card to play this on top of one of your characters named Ursula.)
Vanessa's Design - Whenever this character quests, chosen opponent reveals their hand and discards a non-character card of your choice."
URS-025,Singer 4 (This character counts as cost 4 to sing songs.)
URS-035,NA
URS-036,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Belle.)
Enhanced Healing - When you play this character, move up to 3 damage counters from chosen character to chosen opposing character."
URS-037,"Here Now, Don't Do That - When you play this character, move up to 1 damage counter from chosen character to chosen opposing character."
URS-038,"It Was Your Vision - When you play this character, chosen character gains ""When this character is banished in a challenge, you may return this card to your hand"" this turn."
URS-039,"Evasive (Only characters with Evasive can challenge this character.)
You Just Have to See It - {e}: Name a card, then reveal the top card of your deck. If it's the named card, put that card into your hand and gain 3 lore. Otherwise, put it on the top of your deck."
URS-040,"Many Forms - At the start of your turn, you may choose one:
- This character gets +1{l} this turn.
- This character gains Challenger +2 this turn. (While challenging, this character gets +2{s}.)"
URS-041,"Magical Informant - When you play this character, if an opponent has an exerted character in play, you may draw a card."
URS-042,Tempest - {e}: Chosen character gains Challenger +2 and Rush this turn. (They get +2{s} while challenging. They can challenge the turn they're played.)
URS-043,"Quick Escape - When this character is banished in a challenge, return this card to your hand.
Ominous Pair - Your characters named Jetsam gain ""When this character is banished in a challenge, return this card to your hand."""
URS-044,"Shift: Discard 2 cards (You may discard 2 cards to play this on top of one of your characters named Flotsam or Jetsam.)
(This character counts as being named both Flotsam and Jetsam.)"
URS-045,"Evasive (Only characters with Evasive can challenge this character.)
Ladies First - During your turn, if no other character has quested this turn, this character gets +3{l}.
Leave it to me - Whenever this character quests, your other characters can't quest for the rest of this turn."
URS-046,"Challenger +2 (While challenging, this character gets +2{s}.)
Ominous Pair - Your characters named Flotsam gain Challenger +2."
URS-047,Rush (This character can challenge the turn they're played.)
URS-048,"Nice and Tidy - Whenever you play another character, you may banish this character to draw a card."
URS-049,NA
URS-050,NA
URS-051,Behemoth - This character gets +1{s} for each card in your hand.
URS-052,"It'll Turn Out All Right - When you play this character, if you have a character named Lumiere or Cogsworth in play, you may draw a card."
URS-053,"It Looks Like rain - When you play this character, you may exert chosen opposing character. That character can't ready at the start of their next turn unless they're at a location."
URS-054,"Rush (This character can challenge the turn they're played.)
Evasive (Only characters with Evasive can challenge this character.)
Fly, of Course! - You other characters with Evasive gain Rush."
URS-055,NA
URS-056,Evasive (Only characters with Evasive can challenge this character.)
URS-057,"Challenger +2 (While challenging, this character gets +2{s}.)"
URS-058,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Ursula.)
Now I am the Ruler! - Whenever this character quests, exert chosen character.
You'll Listen to Me! - Other characters can't exert to sing songs."
URS-059,"Timely Intervention - When you play this character, if you have a character named Magic Broom in play, you may draw a card.
Arcane Study - While you have 2 or more Broom characters in play, this character gets +2{l}."
URS-069,"Spreading Good Fortune - When you play this character, your other characters get +3{s} this turn."
URS-070,"Shift: Discard an action card (You may discard an action card to play this on top of one of your characters named Diablo.)
Evasive (Only characters with Evasive can challenge this character.)
Circle Far and Wide - During each opponent's turn, whenever they draw a card while this character is exerted, you may draw a card."
URS-071,"Scout Ahead - When you play this character, you may look at each opponent's hand."
URS-072,"Sad-Eyed Puppy - When this character is challenged and banished, each opponent chooses one of their characters and returns that card to their hand."
URS-073,NA
URS-074,"Here's the Trade-Off - {e}, Banish one of your other characters: Play a character with the same name as the banished character for free."
URS-075,"Fatten You Up - When you play this character, if an opponent has more cards in their inkwell than you, you may put the top card of your deck into your inkwell facedown and exerted."
URS-076,"Ward (Opponents can't choose this character except to challenge.)
Protective Goddess - Your characters named Zeus gain Ward.
You're a True Hero - Your characters named Hercules gain Evasive. (Only characters with Evasive can challenge them.)"
URS-077,"Sneaky Idea - When you play this character, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)"
URS-078,"Cunning Maneuver - When you play this character and whenever she's challenged, each opponent chooses and discards a card."
URS-079,"Shady Deal - When you play this character, choose and discard a card or banish this character."
URS-080,"Ward (Opponents can't choose this character except to challenge.)
People Always Do Crazy Things - Whenever you play a character named Hercules, You may ready this character."
URS-081,NA
URS-082,"Reporting for Duty - While this character is exerted, if you have a character named pain in play, your Villain characters can't be challenged."
URS-083,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named Pegasus.)
Evasive (Only characters with Evasive can challenge this character.)
Hop On! - When you play this character, if you used Shift to play him, your characters gain Evasive until the start of your next turn."
URS-084,Evasive (Only characters with Evasive can challenge this character.)
URS-085,"I Clobber You! - Whenever this character quests while he has 5{s} or more, return chosen character with 2{s} or less to their player's hand."
URS-086,NA
URS-087,"Shift 6 (You may pay 6{i} to play this on top of one of your characters named Prince Philip.)
Evasive (Only characters with Evasive can challenge this character.)
Swift and Sure - When you play this character, banish all opposing damaged characters."
URS-088,Shining Beacon. You other Hero characters gain Ward. (Opponents can't choose them except to challenge.)
URS-089,"All Will Be Seen - When you play this character, look at the top card of each opponent's deck."
URS-090,"Ward (Opponents can't choose this character except to challenge.)
The Gospel Truth - Whenever you play a song, you may return chosen character with 2{s} or less to their player's hand."
URS-091,NA
URS-092,"Target Practice - Whenever a this character challenges another character, he gets +{s} equal to the {s} of chosen character this turn."
URS-103,That Hurts!: This character enters play with 4 damage.
URS-104,NA
URS-105,"War Injury: This character can't challenge.
Head of The Household: {e} - Ready chosen character named Mulan. She can't quest for the rest of this turn."
URS-106,"Narrow Advantage: At the start of your turn, if you have a character in play with more {s} than each opposing character, gain 3 lore."
URS-107,"Rush (This character can challenge the turn they're played.)
Super Peanut Powers: Whenever this character challenges another character, gain 2 lore."
URS-108,"Rush (This character can challenge the turn they're played.)
"
URS-109,"Rush (This character can challenge the turn they're played.)
Reckless (This character can't quest and must challenge each turn if able.)"
URS-110,NA
URS-111,NA
URS-112,"Shift: Discard a character card (You may discard a character card to play this on top of one of your characters name Li Shang.)
Lead the Charge: Your characters with 4{s} or more get +1{l}."
URS-113,Fervent Address: Your other characters get +1{s}.
URS-114,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Mulan.)
Straight Shooter: When you play this character, if you used Shift to play her, she gets +3{s} this turn.
Triple Shot: During your turn, whenever this character deals damage to another character in a challenge, deal the same amount of damage to up to 2 other chosen characters."
URS-115,"Time To Shine: Whenever you play an action, this character gets +2{s} this turn."
URS-116,Battle Wound - This character enters play with 2 damage.
URS-117,"Two-Weapon Fighting: During your turn, whenever this character deals damage to another  character in a challenge, you may deal the same amount of damage to another chosen character."
URS-118,NA
URS-119,"Fancy Footwork: Whenever you play an action, this character takes no damage from challenge this turn."
URS-120,Evasive (Only characters with Evasive can challenge this character.)
URS-121,"Don't Cross Me: Whenever this character challenges another character, gain 1 lore for each other damaged character you have in play."
URS-122,"We Have Come Together: When you play this character, ready chosen character of yours at a  location. They can't quest for the rest of this turn."
URS-123,"Evasive (Only characters with Evasive can challenge this character.)
Bring On The Heat!: When you play this character, banish chosen opposing character with 1{s} or less."
URS-124,Surge of Power: This character gets +1{s} for each card in opponents' hands.
URS-125,"Shift 6 (You may pay 6{i} to play this on top of one of your characters named Sisu.)
I Got This!: When you play this character, banish all opposing characters with 2{s} or less."
URS-126,Reckless (This character can't quest and must attack each turn if able.)
URS-127,"Evasive (Only characters with Evasive can challenge this character.)
On a Roll: When you play this character, you may move him and one of your other characters to the same location for free. The other characters get +2{s} this turn."
URS-137,"I Was Born Ready: If you have another Hero character in play, this character gets +1{l}."
URS-138,"Let Me Help You: Whenever this character quests, your other Hero characters get +1{l} this turn."
URS-139,"Ward (Opponents can't choose this character except to challenge.)
The Girl Who Has Everything: While you have more items in play than each opponent, this character gets +2{l}."
URS-140,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Aurora.)
Preserver: Opponents can't choose your items for abilities or effects.
Royal Inventory: {e} one of your items - Look at the top card of your deck and put it on either the top or the bottom of your deck."
URS-141,Ward (Opponents can't choose this character except to challenge.)
URS-142,"You Better Talk Fast: Your other Villain characters gain Support. (Whenever they quest, you may add their {s} to another chosen character's {s} this turn.)"
URS-143,NA
URS-144,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
I'm Not a Guppy: If you have a character named Ariel in play, you may pay 1 {i} less to play this character."
URS-145,NA
URS-146,"Royal Schemes: When you play this character, if a Princess or Queen character is in play, gain 1 lore."
URS-147,"Enduring Love: When this character is banished, you may put this card into your inkwell facedown and exerted."
URS-148,NA
URS-149,"Shift: Discard an item card (You may discard an item card to play this on top of one of your characters named Olaf.)
Carrots All Around!: Whenever he quests, each of your other characters gets +{s} equal to this character's {s} this turn."
URS-150,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)"
URS-151,"Colorful Tactics: When you play this character, look at the top 3 cards of your deck and put them back in any order."
URS-152,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
Best Defense: Whenever one of your characters is chosen for Support, they gain Resist +1 this turn. (Damage dealt to them is reduced by 1.)"
URS-153,"Perceptive Partner: While you have a character named Pascal in play, this character gains Ward. (Opponents can't choose them except to challenge.)"
URS-154,"let Me See: When you play this character, look at the top 4 cards of your deck. You may reveal an item card and put it into your hand. Put the rest on the bottom of your deck in any order."
URS-155,NA
URS-156,"Consult the Spellbook: {e} - Look at the top 4 cards of your deck. You may reveal an item card and put it into your hand. If that item costs 3 or less, you may play it for free instead and it enters play exerted. Put the rest on the bottom of your deck in any order."
URS-157,"A Culinary Masterpiece: When you play this character, remove up to 2 damage from chosen character."
URS-158,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Triton.)
Imposing Presence: Opposing characters get -1 {s} for each location you have in play."
URS-159,"Consign to the Depths: {e}, Banish one of your items - Gain 3 lore."
URS-160,"Superior Swimmer: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)
Keeper of Atlantica: Whenever one of your locations is banished, you may put that card into your inkwell facedown and exerted."
URS-161,NA
URS-171,"Shift: Discard a location card (You may discard a location card to play this on top of one of your characters named Aladdin.)
Crashing Though: Whenever this character quests, you may banish chosen item."
URS-172,NA
URS-173,NA
URS-174,"I Want More: Whenever you play a song, you may draw a card, then choose and discard a card."
URS-175,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Ariel.)
Amplified Voice: Whenever you play a song, you may pay 2{i} to deal 3 damage to chosen character."
URS-176,Resist +1 (Damage dealt to this character is reduced by 1.)
URS-177,"Overly Cautious: While this character has no damage, he gets +2{l}."
URS-178,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
URS-179,"Boarding Party: During your turn, whenever this character banishes a character in a challenge, your other characters get +1 {l} this turn."
URS-180,"Bodyguard (This character may enter play exerted. An opposing character who challenges on of your characters must chose one with Bodyguard if able.)
Resist +1 (Damage dealt to this character is reduced by 1)"
URS-181,"I Learned From the Best: During your turn, you may play this character for free if an opposing character was banished in a challenge this turn."
URS-182,NA
URS-183,Full of Spirit: Your Hero characters get +1{s}.
URS-184,"I'm the Strong One: While you have another character in play, this character gets +2{s}."
URS-185,"Winged for a Day: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)"
URS-186,"Resist +1 (Damage dealt to this character is reduced by 1.)
Army of Brooms: This character gets +2{s} for each other character named Magic Broom you have in play"
URS-187,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named Mickey Mouse.)
Resist +1 (Damage dealt to this character is reduced by 1.)
Sweep Away: When you play this character, deal damage to chosen character equal to the number of Broom characters you have in play."
URS-188,"Stand Strong: When you play this character, chosen character gains Challenger +2 this turn. (They gain +2{s} while challenging.)"
URS-189,NA
URS-190,"You Gotta Stay Focused: Your Hero characters gain Challenger +1 (They get +1{s} while challenging)
Shameless Promoter: Whenever you play a Hero character, gain 1 lore."
