Unique_ID,Body_Text,Has_Bespoke
SSK-147,"Beautiful, Lovely Taxes: {e} - Play an item from your hand or discard with cost 5 or less for free, exerted.",1
SSK-148,"Ward (Opponents can't choose this character except to challenge.)
Gatherer of the Wicked: When you play this character, look at the top 3 cards of your deck. You may reveal any number of character cards named The Queen and put them into your hand. Put the rest on the bottom of your deck in any order.",1
SSK-149,"Outplacement: When you play this character, you may put chosen item or location into its player's inkwell facedown and exerted.
By Invite Only: 4{i} - Your other characters gain Resist +1 until the start of your next turn. (Damage dealt to them is reduced by 1.)",1
SSK-150,"A Delicate Balance: When you play this character, Exert all cards in your inkwell, then return 2 cards at random from your inkwell to your hand.
Everything the Light Touches: Whenever this character quests, ready all cards in your inkwell.",1
SSK-151,NA,0
SSK-152,"Cake Catapult - When you play this character, chosen character gets -2{s} this turn.",1
SSK-153,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",0
SSK-154,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named King Candy.)
Changing the Code: When you play this character, you may draw 2 cards, then put a card from your hand on the bottom of your deck.",1
SSK-155,"Baffling Mystery: When you play this character, you may put the top card of your deck into your inkwell facedown and exerted.",1
SSK-156,"Your Brothers Need Guidance: When you play this character, you may remove up to 1 damage from chosen character or location.",1
SSK-157,"Measure Me Again: When you play this character, you may put a card from your hand into your inkwell facedown and exerted.",1
SSK-158,"Ward (Opponents can't choose this character except to challenge.)
Ushered into the Party: When you play this character, your other characters gain Ward until the start of your next turn.",1
SSK-159,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Merlin.)
Overdeveloped Brain: When you play this character, if you used Shift to play him, you may search your deck for any card, put that card into your hand, then shuffle your deck.",1
SSK-171,"Heave Ho!: When you play this character, you may deal 2 damage to chosen character.",1
SSK-172,"Challenger +7 (While challenging, this character gets +7{s}.)
Intimidating Gaze: Opposing characters with cost 4 or less can't challenge.",1
SSK-173,"Face the Past: During your turn, whenever this character banishes another character in a challenge, you may draw a card.",1
SSK-174,NA,0
SSK-175,NA,0
SSK-176,Resist +1 (Damage dealt to this character is reduced by 1.),0
SSK-177,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),0
SSK-178,"Challenger +1 (While challenging, this character gets +1{s}.)",0
SSK-179,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),0
SSK-180,"Headwind: When you play this character, chosen knight character gains Challenger +2 this turn. (They get +2{s} when challenging.)",1
SSK-181,"Stronger Together: When you play this character, if you have another Knight character in play, you may deal 1 damage to chosen character or location.",1
SSK-182,"I Don't Have Any Other Choice: For each opposing character banished in a challenge this turn, you pay 2{i} less to play this character.
Resist +3 (Damage dealt to this character is reduced by 3.)",1
SSK-183,Natural Leader: This character gains Resist +1 for each other Knight character you have in play. (Damage dealt to this character is reduced by 1 for each other Knight.),1
SSK-184,"I'm Warning You!: During your turn, whenever one of your characters banishes a character in a challenge, you may deal 1 damage to chosen character.",1
SSK-185,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Kronk.)
Are You on the List?: During your turn, whenever this character banishes another character in a challenge, you may play a character with cost 5 or less for free.",1
SSK-186,"Boon of Resilience: While one of your Knight characters is at a location, that character gains Resist +2. (Damage dealt to them is reduced by 2.)
Burst of Speed: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",1
SSK-187,"Re-Pete: {e} - Reveal the top card of your deck. If it's a character card named Pete, you may play it for free.",1
SSK-188,NA,0
SSK-189,"Impress the Princess: While you have a character named Snow White in play, this character gains Bodyguard. (An opposing character who challenges one of your characters must choose one with Bodyguard if able.)",1
SSK-190,NA,0
SSK-191,"Burst of Speed: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",1
SSK-192,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Simba.)
Fearsome Roar: When you play this character, you may banish chosen item or location.",1
SSK-193,"Drastic Measures: When you play this character, you may discard your hand to draw 2 cards.",1
SSK-194,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Arthur.)
 Knighted by the King: When you play this character, chosen character gains Challenger +2 and Resist +2 and can challenge ready characters this turn. (They get +2{s} while challenging. Damage dealt to them is reduced by 2.)",1
SSK-195,"Blow the Whistle: When you play this character, opponents can't play actions until the start of your next turn.",1
TFC-001,Voiceless - This character can't {e} to sing songs.,1
TFC-002,"Singer 5 (This character counts as cost 5 to sing songs.) 

Musical Debut - When you play this character, look at the top 4 cards of your deck. You may reveal a song card and put it into your hand. Put the rest on the bottom of your deck in any order.",1
TFC-003,"Singer 5 (This character counts as cost 5 to sing songs.) 

A Wonderful Dream - {e} - Remove up to 3 damage from chosen Princess character.",1
TFC-004,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

And Two For Tea! - When you play this character, you may remove up to 2 damage from each of your Musketeer characters.",1
TFC-005,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Hades.) 

Sinister Plot - This character gets +1 {l} for each other Villain character you have in play.",1
TFC-006,"Well of Souls - When you play this character, return a character card from your discard to your hand.",1
TFC-007,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",0
TFC-008,"Loyal - If you have a character named Gaston in play, you pay 1 {i} less to play this character.",1
TFC-009,NA,0
TFC-010,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",0
TFC-011,"Horse Kick - When you play this character, chosen character gets -2 {s} this turn.",1
TFC-012,NA,0
TFC-013,NA,0
TFC-014,"We Can Fix It - Whenever this character quests, you may ready your other Princess Characters. They can't quest for the rest of this turn.",1
TFC-015,NA,0
TFC-016,"Heroism - When this character challenges and is banished, you may banish the challenged character.",1
TFC-017,NA,0
TFC-018,"Gleam and Glow - When you play this character, remove up to 3 damage from one of your characters. Draw a card for each 1 damage removed this way.",1
TFC-019,Singer 4 (This character counts as cost 4 to sing songs.),0
TFC-020,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),0
TFC-021,"Ohana - When you play this character, if you have 2 or more other characters in play, you may draw 2 cards.",1
TFC-022,NA,0
TFC-023,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Stitch.) 

Adoring Fans - Whenever you play a character with cost 2 or less, you may exert them to draw a card.",1
TFC-024,"Tastes Like Chicken - When you play this character, you may remove up to 1 damage from chosen character.",1
TFC-035,"Loving Heart - When you play this character, if you have a character named Elsa in play, choose an opposing character. The chosen character doesn't ready at the start of their next turn.",1
TFC-036,NA,0
TFC-037,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Dr. Facilier.) 

Into The Shadows - Whenever one of your other characters is banished in a challenge, you may return that card to your hand.",1
TFC-038,"Challenger +2 (When challenging, this character get +2 {s}.) ",1
TFC-039,"Dreams Made Real - Whenever you play a song, you may look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.",1
TFC-040,NA,0
TFC-041,Freeze -{e} - Exert chosen opposing character.,1
TFC-042,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Elsa.) 

Deep Freeze - When you play this character, exert up to 2 chosen characters. They can't ready at the start of their next turn.",1
TFC-043,"Rush (This character can challenge the turn they're played.) 

Dexterous Lunge - Your characters named Jetsam gain Rush.",1
TFC-044,Hidden Wonders - This character gets +1 {s} for each card in your hand.,1
TFC-045,"Challenger +3 (When challenging, this character gets +3 {s}.) ",1
TFC-046,"Evasive (Only characters with Evasive can challenge this character.) 

Sinister Slither - Your characters named Flotsam gain Evasive.",1
TFC-047,"Sweep - When you play this character, you may shuffle a card from any discard into its player's deck.",1
TFC-048,NA,0
TFC-049,"Cast My Spell! - When you play this character, you may draw a card.",1
TFC-050,"Durable - When this character is banished in a challenge, you may return this card to your hand.",1
TFC-051,"Animate Broom - You pay 1 {i} less to play Broom characters.

Ceaseless Worker - Whenever one of your Broom characters is banished in a challenge, you may return that card to your hand.",1
TFC-052,NA,0
TFC-053,"Camouflage -  While you have another character in play, this character gains Evasive. (Only characters with Evasive can challenge them.)",1
TFC-054,Rush (This character can challenge the turn they're played.) ,0
TFC-055,NA,0
TFC-056,I Summon Thee - {e} - Draw a card.,1
TFC-057,NA,0
TFC-058,"Evasive (Only characters with Evasive can challenge this character.) 
 
 Loyal and Devoted - Your characters named Peter Pan gain Challenger +1.",1
TFC-059,"It's Too Easy! - When you play this character, each opponent loses 1 lore. You may draw a card for each 1 lore lost this way.",1
TFC-060,"You're Excused - Whenever this character quests, look at the top card of your deck. Put it on either the top or the bottom of your deck",1
TFC-061,"Rush (This character can challenge the turn they're played.) 

Challenger +4 (While challenging, this character get +4 {s}.) ",1
TFC-069,Ward (Opponents can't choose this character except to challenge.) ,0
TFC-070,"Rush (This character can challenge the turn they're played.) 

Roar - When you play this character, exert all opposing damaged characters.",1
TFC-071,"Lose Something? - When this character is challenged and banished, banish the challenging character.",1
TFC-072,"You'll Be Sorry! - When this character is challenged and banished, you may return chosen character to their player's hand.",1
TFC-073,NA,0
TFC-074,"Here Comes The Smolder - Whenever this character is challenged, the challenging player chooses and discards a card.",1
TFC-075,"Evasive (Only characters with Evasive can challenge this character.) 

Disappear - When you play this character, you may return chosen character to their player's hand.",1
TFC-076,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Genie.) 

Evasive (Only characters with Evasive can challenge this character.) 

Phenomenal Cosmic Power! - Whenever this character quests, you may play an action with cost 5 or less for free.",1
TFC-077,NA,0
TFC-078,NA,0
TFC-079,NA,0
TFC-080,You Got A Problem? - {e} - Chosen character gains Reckless during their next turn. (They can't quest and must challenge if able.),1
TFC-081,"Puppynapping - Whenever this character quests, chosen opposing character can't quest during their next turn.",1
TFC-082,"Pick Your Fights - When you play this character and whenever he quests, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)",1
TFC-083,NA,0
TFC-084,"Ward (Opponents can't choose this character except to challenge.) 

No Touchy! - When this character is challenged and banished, you may banish the challenging character.",1
TFC-085,"Do It Again! - When you play this character, you may return an action card from your discard to your hand.",1
TFC-086,"Tea Party - Whenever this character is challenged, you may draw a card.",1
TFC-087,"Wonder Boy - When you play this character, chosen character gets +2 {s} this turn.",1
TFC-088,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Mickey Mouse.) 

Misdirection - Whenever you play an action, chosen opposing character can't quest during their next turn.",1
TFC-089,NA,0
TFC-090,"Skip The Drama, Stay With Mama - While this character is exerted, opposing characters can't quest.",1
TFC-091,Evasive (Only characters with Evasive can challenge this character.) ,0
TFC-092,NA,0
TFC-093,"Evasive (Only characters with Evasive can challenge this character.) 

Pixie Dust - When you play this character, chosen character gains Evasive this turn.",1
TFC-103,NA,0
TFC-104,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Aladdin.) 
 
 Daring Exploit - During your turn, whenever this character banishes another character in a challenge, you gain 2 lore and each opponent loses 2 lore.",1
TFC-105,"Improvise - When you play this character, each opponent loses 1 lore.",1
TFC-106,NA,0
TFC-107,"Rush (This character can challenge the turn they're played.) 

You Coward! - While this character is exerted, opposing characters with Evasive gain Reckless. (They can't quest and must challenge if able.)",1
TFC-108,NA,0
TFC-109,"That's No Blizzard! - Whenever you play a character named Anna, ready this character. This character can't quest for the rest of this turn.",1
TFC-110,Reckless (This character can't quest and must challenge each turn if able.) ,0
TFC-111,Evasive (Only characters with Evasive can challenge this character.),0
TFC-112,"Fan The Flames - When you play this character, ready chosen character. They can't quest for the rest of this turn.",1
TFC-113,"Dragon Fire - When you play this character, you may banish chosen character.",1
TFC-114,"Rush (This character can challenge the turn they're played.) 

Reckless (This character can't quest and must challenge each turn if able.) ",0
TFC-115,Evasive (Only characters with Evasive can challenge this character.),0
TFC-116,NA,0
TFC-117,"This Is Not Who You Are - When you play this character, you may banish chosen character named Te Ka.",1
TFC-118,"Lead By Example - During your turn, whenever this character banishes another character in a challenge, your other characters get +1 {l} this turn.",1
TFC-119,Rush (This character can challenge the turn they're played.) ,0
TFC-120,Evasive (Only characters with Evasive can challenge this character.) ,0
TFC-121,"Tangle - When you play this character, each opponent loses 1 lore.",1
TFC-122,NA,0
TFC-123,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Scar.) 

Rousing Speech - When you play this character, ready your characters with cost 3 or less. They can't quest for the rest of this turn.",1
TFC-124,NA,0
TFC-125,NA,0
TFC-126,Reckless (This character can't quest and must challenge each turn if able.) ,0
TFC-127,Evasive (Only characters with Evasive can challenge this character.) ,0
TFC-137,"Look At This Stuff - Whenever you play an item, you may ready this character.",1
TFC-138,"Disarming Beauty - When you play this character, chosen character gets -2 {s} this turn.",1
TFC-139,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Aurora.) 
 
 Protective Embrace - Your other characters gain Ward. (Opponents can't choose them except to challenge.)",1
TFC-140,NA,0
TFC-141,"Tinker - Whenever this character quests, you pay 1 {i} less for the next item you play this turn.",1
TFC-142,"Read A Book - During your turn, you may put an additional card from your hand into your inkwell facedown.

My Favorite Part! - While you have 10 or more cards in your inkwell, this character gets +4 {l}.",1
TFC-143,"Support (Whenever this character quests, you may add their {s} to another chosen character‘s {s} this turn.) ",0
TFC-144,Ward (Opponents can't choose this character except to challenge.) ,0
TFC-145,NA,0
TFC-146,"I Will Be With You - When this character is banished, you may put this card into your inkwell facedown and exerted.",1
TFC-147,"Is There A Downside To This? - When you play this character, you may put chosen opposing character into their player's inkwell facedown.",1
TFC-148,NA,0
TFC-149,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Jasmine.) 

Caretaker - When you play this character and whenever she quests, you may remove up to 2 damage from each of your characters.",1
TFC-150,NA,0
TFC-151,NA,0
TFC-152,"Give It A Try - Whenever this character quests, you pay 2 {i} less for the next item you play this turn.

It Works! - Whenever you play an item, you may draw a card.",1
TFC-153,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",0
TFC-154,"Get A Clue - When you play this character, you may put the top card of your deck into your inkwell facedown and exerted.",1
TFC-155,NA,0
TFC-156,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",0
TFC-157,"Feed The Poor - When you play this character, if an opponent has more cards in their hand than you, draw a card.
 
 Good Shot - During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",1
TFC-158,"Insidious Plot - When you play this character, chosen opposing character gets -5 {s} this turn.",1
TFC-159,"What Have We Here? - When you play this character and whenever he quests, you may return an item card from your discard to your hand.

Glam - This character gets +1 {l} for each item you have in play.",1
TFC-160,NA,0
TFC-171,NA,0
TFC-172,"Break - When you play this character, you may banish chosen item.",1
TFC-173,"Double The Powder - When you play this character, you may return an action card named Fire the Cannons! from your discard to your hand.",1
TFC-174,"Challenger +2 (When challenging, this character gets +2 {s}.) ",1
TFC-175,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Captain Hook.) 

Challenger +3 When challenging, this character get +3 {s}.) 

Stolen Dust - Characters with cost 3 or less can't challenge this character.",1
TFC-176,NA,0
TFC-177,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.) 

Stay Alert! - During your turn, your Musketeer characters gain Evasive. (They can challenge characters with Evasive.)",1
TFC-178,Under Arrest - Characters with cost 2 or less can't challenge your characters.,1
TFC-179,NA,0
TFC-180,"Stage A Little Accident - Whenever this character quests, you may deal 1 damage to chosen character.",1
TFC-181,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),0
TFC-182,NA,0
TFC-183,NA,0
TFC-184,NA,0
TFC-185,NA,0
TFC-186,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

All For One - Your other musketeer character get +1 {s}.",1
TFC-187,"Challenger +2 (When challenging, this character get +2 {s}.) ",1
TFC-188,"Guess What? - When you play this character, you may draw a card, then choose and discard a card.",1
TFC-189,"Challenger +4 (While challenging, this character gets +4 {s}.)

POUNCE: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",1
TFC-190,"I Know What I Have To Do - During your turn, whenever this character banishes another character in a challenge, you gain 1 lore.",1
TFC-191,"Aye Aye, Captain - While you have a Captain character in play, this character gets +1 {l}.",1
TFC-192,"Seek The Heart - During your turn, whenever this character banishes another character in a challenge, you gain 2 lore.",1
TFC-193,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Tinker Bell.) 

ROCK THE BOAT: When you play this character, deal 1 damage to each opposing character.

Puny Pirate! - During your turn, whenever this character banishes another character in a challenge, you may deal 2 damage to chosen opposing character.",1
TFC-194,"Battle Plans - {e} - Draw a card, then choose and discard a card.",1
URS-001,NA,0
URS-002,"To the Table - When you play this character, you may search your deck for a Madrigal character card and reveal that card to all players. Shuffle your deck and put that card on top of it.",1
URS-003,Singer 7 (This character counts as cost 7 to sing songs.),0
URS-004,"Singer 9 (This character counts as cost 9 to sing songs.)
Beautiful Voice - Whenever this character sings a song, your other Princess characters get +1{l} this turn.",1
URS-005,"As You Were! - Whenever this character quests, you may give chosen character -2{s} until the start of your next turn.",1
URS-006,NA,0
URS-007,"Infiltration - When you play this character, each opponent chooses and discards a card.",1
URS-008,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
Wait For Me! - When you play this character, chosen character gets +1{l} this turn.",1
URS-009,NA,0
URS-010,Dubious Recruitment - {e}: You pay 2{i} less for the next character you play this turn.,1
URS-011,"Stolen Away - At the end of your turn, if you didn't play a song this turn, banish this character",1
URS-012,"En Gawrsh! - Whenever you play a character with Bodyguard, ready this character. He can't quest for the rest of this turn.",1
URS-013,"Signature Recipe - When you play this character, you may remove up to 2 damage from chosen character. If you removed damage this way, you may draw a card.",1
URS-014,"Here Boy - If you have a character named Prince Eric in play, you play 1{i} less to play this character.",1
URS-015,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
Strike Up the Music - When you play this character, chosen character gains Support this turn.",1
URS-016,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Mickey Mouse.)
Bodyguard, Support
Musketeers United - When you play this character, if you used Shift to play him, you may draw a card for each character with Bodyguard you have in play.",1
URS-017,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
Dramatic Entrance - When you play this character, banish chosen opposing character with 5{s} or more.",1
URS-018,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
Saving the Miracle - Whenever this character quests, your other Madrigal characters ger +1{l} this turn.",1
URS-019,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",0
URS-020,"To the Rescue - When you play this character, you may remove up to 3 damage from one of your characters.",1
URS-021,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),0
URS-022,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Prince Eric.)
Under Vanessa's Spell - While you have a character named Ursula in play, this character gains Bodyguard and gets +2{w}. (An opposing character who challenges one of your characters must choose one with Bodyguard if able.)",1
URS-023,NA,0
URS-024,"Shift: Discard a song card (You may discard a song card to play this on top of one of your characters named Ursula.)
Vanessa's Design - Whenever this character quests, chosen opponent reveals their hand and discards a non-character card of your choice.",1
URS-025,Singer 4 (This character counts as cost 4 to sing songs.),0
URS-035,NA,0
URS-036,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Belle.)
Enhanced Healing - When you play this character, move up to 3 damage counters from chosen character to chosen opposing character.",1
URS-037,"Here Now, Don't Do That - When you play this character, move up to 1 damage counter from chosen character to chosen opposing character.",1
URS-038,"It Was Your Vision - When you play this character, chosen character gains ""When this character is banished in a challenge, you may return this card to your hand"" this turn.",1
URS-039,"Evasive (Only characters with Evasive can challenge this character.)
You Just Have to See It - {e}: Name a card, then reveal the top card of your deck. If it's the named card, put that card into your hand and gain 3 lore. Otherwise, put it on the top of your deck.",1
URS-040,"Many Forms - At the start of your turn, you may choose one:
- This character gets +1{l} this turn.
- This character gains Challenger +2 this turn. (While challenging, this character gets +2{s}.)",1
URS-041,"Magical Informant - When you play this character, if an opponent has an exerted character in play, you may draw a card.",1
URS-042,Tempest - {e}: Chosen character gains Challenger +2 and Rush this turn. (They get +2{s} while challenging. They can challenge the turn they're played.),1
URS-043,"Quick Escape - When this character is banished in a challenge, return this card to your hand.
Ominous Pair - Your characters named Jetsam gain ""When this character is banished in a challenge, return this card to your hand.""",1
URS-044,"Shift: Discard 2 cards (You may discard 2 cards to play this on top of one of your characters named Flotsam or Jetsam.)
(This character counts as being named both Flotsam and Jetsam.)",1
URS-045,"Evasive (Only characters with Evasive can challenge this character.)
Ladies First - During your turn, if no other character has quested this turn, this character gets +3{l}.
Leave it to me - Whenever this character quests, your other characters can't quest for the rest of this turn.",1
URS-046,"Challenger +2 (While challenging, this character gets +2{s}.)
Ominous Pair - Your characters named Flotsam gain Challenger +2.",1
URS-047,Rush (This character can challenge the turn they're played.),0
URS-048,"Nice and Tidy - Whenever you play another character, you may banish this character to draw a card.",1
URS-049,NA,0
URS-050,NA,0
URS-051,Behemoth - This character gets +1{s} for each card in your hand.,1
URS-052,"It'll Turn Out All Right - When you play this character, if you have a character named Lumiere or Cogsworth in play, you may draw a card.",1
URS-053,"It Looks Like rain - When you play this character, you may exert chosen opposing character. That character can't ready at the start of their next turn unless they're at a location.",1
URS-054,"Rush (This character can challenge the turn they're played.)
Evasive (Only characters with Evasive can challenge this character.)
Fly, of Course! - You other characters with Evasive gain Rush.",1
URS-055,NA,0
URS-056,Evasive (Only characters with Evasive can challenge this character.),0
URS-057,"Challenger +2 (While challenging, this character gets +2{s}.)",0
URS-058,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Ursula.)
Now I am the Ruler! - Whenever this character quests, exert chosen character.
You'll Listen to Me! - Other characters can't exert to sing songs.",1
URS-059,"Timely Intervention - When you play this character, if you have a character named Magic Broom in play, you may draw a card.
Arcane Study - While you have 2 or more Broom characters in play, this character gets +2{l}.",1
URS-069,"Spreading Good Fortune - When you play this character, your other characters get +3{s} this turn.",1
URS-070,"Shift: Discard an action card (You may discard an action card to play this on top of one of your characters named Diablo.)
Evasive (Only characters with Evasive can challenge this character.)
Circle Far and Wide - During each opponent's turn, whenever they draw a card while this character is exerted, you may draw a card.",1
URS-071,"Scout Ahead - When you play this character, you may look at each opponent's hand.",1
URS-072,"Sad-Eyed Puppy - When this character is challenged and banished, each opponent chooses one of their characters and returns that card to their hand.",1
URS-073,NA,0
URS-074,"Here's the Trade-Off - {e}, Banish one of your other characters: Play a character with the same name as the banished character for free.",1
URS-075,"Fatten You Up - When you play this character, if an opponent has more cards in their inkwell than you, you may put the top card of your deck into your inkwell facedown and exerted.",1
URS-076,"Ward (Opponents can't choose this character except to challenge.)
Protective Goddess - Your characters named Zeus gain Ward.
You're a True Hero - Your characters named Hercules gain Evasive. (Only characters with Evasive can challenge them.)",1
URS-077,"Sneaky Idea - When you play this character, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)",1
URS-078,"Cunning Maneuver - When you play this character and whenever she's challenged, each opponent chooses and discards a card.",1
URS-079,"Shady Deal - When you play this character, choose and discard a card or banish this character.",1
URS-080,"Ward (Opponents can't choose this character except to challenge.)
People Always Do Crazy Things - Whenever you play a character named Hercules, You may ready this character.",1
URS-081,NA,0
URS-082,"Reporting for Duty - While this character is exerted, if you have a character named pain in play, your Villain characters can't be challenged.",1
URS-083,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named Pegasus.)
Evasive (Only characters with Evasive can challenge this character.)
Hop On! - When you play this character, if you used Shift to play him, your characters gain Evasive until the start of your next turn.",1
URS-084,Evasive (Only characters with Evasive can challenge this character.),0
URS-085,"I Clobber You! - Whenever this character quests while he has 5{s} or more, return chosen character with 2{s} or less to their player's hand.",1
URS-086,NA,0
URS-087,"Shift 6 (You may pay 6{i} to play this on top of one of your characters named Prince Philip.)
Evasive (Only characters with Evasive can challenge this character.)
Swift and Sure - When you play this character, banish all opposing damaged characters.",1
URS-088,Shining Beacon. You other Hero characters gain Ward. (Opponents can't choose them except to challenge.),1
URS-089,"All Will Be Seen - When you play this character, look at the top card of each opponent's deck.",1
URS-090,"Ward (Opponents can't choose this character except to challenge.)
The Gospel Truth - Whenever you play a song, you may return chosen character with 2{s} or less to their player's hand.",1
URS-091,NA,0
URS-092,"Target Practice - Whenever a this character challenges another character, he gets +{s} equal to the {s} of chosen character this turn.",1
URS-103,That Hurts!: This character enters play with 4 damage.,1
URS-104,NA,0
URS-105,"War Injury: This character can't challenge.
Head of The Household: {e} - Ready chosen character named Mulan. She can't quest for the rest of this turn.",1
URS-106,"Narrow Advantage: At the start of your turn, if you have a character in play with more {s} than each opposing character, gain 3 lore.",1
URS-107,"Rush (This character can challenge the turn they're played.)
Super Peanut Powers: Whenever this character challenges another character, gain 2 lore.",1
URS-108,"Rush (This character can challenge the turn they're played.)
",0
URS-109,"Rush (This character can challenge the turn they're played.)
Reckless (This character can't quest and must challenge each turn if able.)",0
URS-110,NA,0
URS-111,NA,0
URS-112,"Shift: Discard a character card (You may discard a character card to play this on top of one of your characters name Li Shang.)
Lead the Charge: Your characters with 4{s} or more get +1{l}.",1
URS-113,Fervent Address: Your other characters get +1{s}.,1
URS-114,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Mulan.)
Straight Shooter: When you play this character, if you used Shift to play her, she gets +3{s} this turn.
Triple Shot: During your turn, whenever this character deals damage to another character in a challenge, deal the same amount of damage to up to 2 other chosen characters.",1
URS-115,"Time To Shine: Whenever you play an action, this character gets +2{s} this turn.",1
URS-116,Battle Wound - This character enters play with 2 damage.,1
URS-117,"Two-Weapon Fighting: During your turn, whenever this character deals damage to another  character in a challenge, you may deal the same amount of damage to another chosen character.",1
URS-118,NA,0
URS-119,"Fancy Footwork: Whenever you play an action, this character takes no damage from challenge this turn.",1
URS-120,Evasive (Only characters with Evasive can challenge this character.),0
URS-121,"Don't Cross Me: Whenever this character challenges another character, gain 1 lore for each other damaged character you have in play.",1
URS-122,"We Have Come Together: When you play this character, ready chosen character of yours at a  location. They can't quest for the rest of this turn.",1
URS-123,"Evasive (Only characters with Evasive can challenge this character.)
Bring On The Heat!: When you play this character, banish chosen opposing character with 1{s} or less.",1
URS-124,Surge of Power: This character gets +1{s} for each card in opponents' hands.,1
URS-125,"Shift 6 (You may pay 6{i} to play this on top of one of your characters named Sisu.)
I Got This!: When you play this character, banish all opposing characters with 2{s} or less.",1
URS-126,Reckless (This character can't quest and must attack each turn if able.),1
URS-127,"Evasive (Only characters with Evasive can challenge this character.)
On a Roll: When you play this character, you may move him and one of your other characters to the same location for free. The other characters get +2{s} this turn.",1
URS-137,"I Was Born Ready: If you have another Hero character in play, this character gets +1{l}.",1
URS-138,"Let Me Help You: Whenever this character quests, your other Hero characters get +1{l} this turn.",1
URS-139,"Ward (Opponents can't choose this character except to challenge.)
The Girl Who Has Everything: While you have more items in play than each opponent, this character gets +2{l}.",1
URS-140,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Aurora.)
Preserver: Opponents can't choose your items for abilities or effects.
Royal Inventory: {e} one of your items - Look at the top card of your deck and put it on either the top or the bottom of your deck.",1
URS-141,Ward (Opponents can't choose this character except to challenge.),0
URS-142,"You Better Talk Fast: Your other Villain characters gain Support. (Whenever they quest, you may add their {s} to another chosen character's {s} this turn.)",1
URS-143,NA,0
URS-144,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)
I'm Not a Guppy: If you have a character named Ariel in play, you may pay 1 {i} less to play this character.",1
URS-145,NA,0
URS-146,"Royal Schemes: When you play this character, if a Princess or Queen character is in play, gain 1 lore.",1
URS-147,"Enduring Love: When this character is banished, you may put this card into your inkwell facedown and exerted.",1
URS-148,NA,0
