Artist,Set_Name,Classifications,Date_Added,Keywords,Set_Num,Color,Franchise,Image,Cost,Inkable,Name,Type,Lore,Rarity,Flavor_Text,Unique_ID,Card_Num,Body_Text,Willpower,Date_Modified,Strength,Set_ID,Gamemode,Card_Variants,Move_Cost,StrengthPlusWillpower,keyword_NA,keyword_Support,keyword_Shift,keyword_Evasive,keyword_Challenger,keyword_Rush,keyword_Ward,keyword_Resist,keyword_Bodyguard,keyword_Singer,keyword_Reckless,Has_Keywords,Has_Bespoke,Basic_Cost,Keyword_Cost,Bespoke_Cost,is_meta,res
James Rey Sanchez,Shimmering Skies,"Storyborn, Hero",2024-08-12T16:18:57,"Ward, ",5,Emerald,Robin Hood,https://lorcana-api.com/images/robin_hood/timely_contestant/robin_hood-timely_contestant-large.png,9,FALSE,Robin Hood - Timely Contestant,Character,4,Rare,NA,SSK-069,69,"Tag Me In!: For each 1 damage on opposing characters, you pay 1{i} less to play this character.
Ward (Opponents can't choose this character except to challenge.)",6,2024-08-29 16:27:12.0,6,SSK,NA,,NA,12,0,0,0,0,0,0,1,0,0,0,0,TRUE,1,7.147376768794553,0.7160993312519718,1.1365238999534757,FALSE,NA
Saulo Nate,Shimmering Skies,"Storyborn, Ally, Madrigal",2024-08-12T19:01:16,,5,Amethyst,Encanto,https://lorcana-api.com/images/camilo_madrigal/family_copycat/camilo_madrigal-family_copycat-large.png,6,TRUE,Camilo Madrigal - Family Copycat,Character,1,Legendary,NA,SSK-058,58,"Imitate: Whenever this character quests, you
may gain lore equal to the {l} of chosen other
character of yours. Return that character to your
hand.",7,2024-08-29 16:27:12.0,3,SSK,NA,,NA,10,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,4.326814734533751,0,1.6731852654662491,FALSE,NA
Brittney Hackett,Shimmering Skies,"Storyborn, Ally, King ",2024-08-12T18:59:34,,5,Amethyst,Alice in Wonderland,https://lorcana-api.com/images/king_of_hearts/monarch_of_wonderland/king_of_hearts-monarch_of_wonderland-large.png,4,TRUE,King of Hearts - Monarch of Wonderland,Character,2,Common,"""By order of the king. You heard what she said!""",SSK-057,57,"Pleasing The Queen: {e} - Chosen exerted
character can't ready at the start of their next
turn.",4,2024-08-29 16:27:12.0,1,SSK,NA,,NA,5,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.5629877674198824,0,1.4370122325801176,FALSE,NA
Leonardo Giammichele,Shimmering Skies,"Dreamborn, Hero, Queen ",2024-08-12T18:54:58,,5,Amethyst,Frozen,https://lorcana-api.com/images/anna/eager_acolyte/anna-eager_acolyte-large.png,3,FALSE,Anna - Eager Acolyte,Character,1,Common,"""Okay, I con totally move small stuff. I need
something bigger... Where's Kristoff's sled?""",SSK-056,56,"Growing Powers: When you play this character,
each opponent chooses and exerts one of their
ready characters.",3,2024-08-29 16:27:12.0,1,SSK,NA,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.463740757262313,0,1.536259242737687,FALSE,NA
Giulia Riva,Shimmering Skies,"Storyborn, Mentor, Sorcerer ",2024-08-12T18:53:41,"Rush, ",5,Amethyst,The Lion King,https://lorcana-api.com/images/rafiki/shaman_duelist/rafiki-shaman_duelist-large.png,4,FALSE,Rafiki - Shaman Duelist,Character,2,Rare,NA,SSK-055,55,"Rush (This character con challenge the turn
they're played.)
Surprising Skill: When you play this character,
he gains Challenger +4 this turn. (They get +4
while challenging.)",4,2024-08-29 16:27:12.0,1,SSK,NA,,NA,5,0,0,0,0,0,1,0,0,0,0,0,TRUE,1,2.5629877674198824,0.8407749819128572,0.5962372506672602,FALSE,NA
Stefano Spagnuolo,Shimmering Skies,"Storyborn, Villain, Sorcerer",2024-08-12T18:49:50,,5,Amethyst,Duck Tales,https://lorcana-api.com/images/magica_de_spell/cruel_sorceress/magica_de_spell-cruel_sorceress-large.png,4,TRUE,Magica De Spell - Cruel Sorceress,Character,1,Rare,NA,SSK-053,53,"Playing With Power: During opponents' turns,
if an effect would cause you to discard one or
more cards from your hand, you don't discard.",5,2024-08-29 16:27:12.0,2,SSK,NA,,NA,7,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.8952777458980323,0,1.1047222541019677,FALSE,NA
Carlos Gones Cabral,Shimmering Skies,"Storyborn, Villain, Sorcerer ",2024-08-12T18:43:04,,5,Amethyst,Sleeping Beauty,https://lorcana-api.com/images/maleficent/vexed_partygoer/maleficent-vexed_partygoer-large.png,3,TRUE,Maleficent - Vexed Partygoer,Character,2,Uncommon,NA,SSK-051,51,"What An Awkward Situation: Whenever this
character quests, you may choose and discard a
card to return chosen character, item, or location
with cost 3 or less to their player's hand.",4,2024-08-29 16:27:12.0,0,SSK,NA,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.085808771207976,0,0.9141912287920242,FALSE,NA
Alice Pisoni,Shimmering Skies,"Storyborn, Ally",2024-08-12T18:41:26,"Evasive, ",5,Amethyst,Frozen,https://lorcana-api.com/images/olaf/happy_passenger/olaf-happy_passenger-large.png,9,TRUE,Olaf - Happy Passenger,Character,3,Rare,NA,SSK-050,50,"Clear The Path: For each exerted character
opponents have in play, you pay 1{i} less to
play this character.
Evasive (Only characters with Evasive can
challenge this character.)",6,2024-08-29 16:27:12.0,6,SSK,NA,,NA,12,0,0,0,1,0,0,0,0,0,0,0,TRUE,1,6.52530875484889,1.104039930622216,1.370651314528894,FALSE,NA
Brian Kesinger,Shimmering Skies,"Storyborn, Ally",2024-08-12T18:39:27,,5,Amethyst,Aladdin,https://lorcana-api.com/images/genie/main_attraction/genie-main_attraction-large.png,7,FALSE,Genie - Main Attraction,Character,2,Legendary,"""Keep your eyes on me, folks! It's time for a little
prestidigitation!""",SSK-049,49,"Phenomenal Showman: While this character is
exerted, opposing characters can't ready at the
start of their turn.",5,2024-08-29 16:27:12.0,5,SSK,NA,,NA,10,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,4.948882748479415,0,2.0511172515205853,FALSE,NA
Lisanne Koeteeuw,Shimmering Skies,"Dreamborn, Hero, Queen, Sorcerer ",2024-08-12T16:33:58,"Evasive, Rush, ",5,Amethyst,Frozen,https://lorcana-api.com/images/elsa/the_fifth_spirit/elsa-the_fifth_spirit-large.png,5,TRUE,Elsa - The Fifth Spirit,Character,1,Super Rare,NA,SSK-048,48,"Rush (This character can challenge the turn they're played.)
Evasive (Only characters with Evasive can challenge this
character.)
Crystallize: When you play this character, exert chosen
opposing character.",5,2024-08-29 16:27:12.0,2,SSK,NA,,NA,7,0,0,0,1,0,1,0,0,0,0,0,TRUE,1,2.8952777458980323,1.944814912535073,0.15990734156689435,TRUE,NA
Jackie Droujko,Shimmering Skies,"Floodborn, Hero, Queen, Sorcerer",2024-08-12T16:26:42,"Shift 4, ",5,Amethyst,Frozen,https://lorcana-api.com/images/anna/mystical_majesty/anna-mystical_majesty-large.png,7,FALSE,Anna - Mystical Majesty,Character,2,Rare,NA,SSK-046,46,"Shift 4 (You may pay 4{i} to play this on top of
one of your characters named Anna.)
Exceptional Power: When you play this
character, exert all opposing characters.",5,2024-08-29 16:27:12.0,4,SSK,NA,,NA,9,0,0,3,0,0,0,0,0,0,0,0,TRUE,1,4.4717037522675085,0.9569740263603561,1.5713222213721352,FALSE,NA
Kenneth Anderson,Shimmering Skies,"Storyborn, Villain, Sorcerer",2024-08-12T16:20:52,,5,Amethyst,The Sword in the Stone,https://lorcana-api.com/images/madam_mim/elephant/madam_mim-elephant-large.png,4,TRUE,Madam Mim - Elephant,Character,1,Super Rare,NA,SSK-044,44,"A Little Game: When you play this character, banish
her or return another chosen character of yours to your
hand.
Sneaky Move: At the start of your turn, you may move
up to 2 damage counters from this character to chosen
opposing character.",7,2024-08-29 16:27:12.0,3,SSK,NA,,NA,10,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,4.326814734533751,0,-0.3268147345337509,FALSE,NA
Amber Kommavongsa,Shimmering Skies,"Storyborn, Ally",2024-08-12T16:13:18,,5,Amethyst,Frozen,https://lorcana-api.com/images/gale/wind_spirit/gale-wind_spirit-large.png,3,TRUE,Gale - Wind Spirit,Character,2,Common,NA,SSK-042,42,"Recurring Gust: When this character is
banished in a challenge, return this card to your
hand.",2,2024-08-29 16:27:12.0,1,SSK,NA,,NA,3,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.6086297749960696,0,1.3913702250039304,FALSE,NA
Alice Pisoni,Shimmering Skies,"Storyborn, Ally",2024-08-12T16:11:46,,5,Amethyst,Frozen,https://lorcana-api.com/images/earth_giant/living_mountain/earth_giant-living_mountain-large.png,4,TRUE,Earth Giant - Living Mountain,Character,2,Common,Who woke up the big guy?,SSK-041,41,"Unearthed: When you play this character, each
opponent draws a card.",5,2024-08-29 16:27:12.0,4,SSK,NA,,NA,9,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,4.4717037522675085,0,-0.4717037522675085,FALSE,NA
Kendall Hale,Shimmering Skies,"Storyborn, Ally",2024-08-12T16:10:09,"Evasive, ",5,Amethyst,Frozen,https://lorcana-api.com/images/bruni/fire_salamander/bruni-fire_salamander-large.png,4,TRUE,Bruni - Fire Salamander,Character,2,Uncommon,NA,SSK-040,40,"Evasive (Only characters with Evasive can
challenge this character.)
Parting Gift: When this character is banished,
you may draw a card.",2,2024-08-29 16:27:12.0,2,SSK,NA,,NA,4,0,0,0,1,0,0,0,0,0,0,0,TRUE,1,2.085808771207976,1.104039930622216,0.8101512981698082,FALSE,NA
Andrea Femerstrand,Shimmering Skies,"Storyborn, Mentor, Sorcerer",2024-08-12T16:07:37,,5,Amethyst,The Sword in the Stone,https://lorcana-api.com/images/merlin/turtle/merlin-turtle-large.png,4,TRUE,Merlin - Turtle,Character,2,Common,"""Don't rush me, now-this is important.""",SSK-038,38,"Give Me Time To Think: When you play this
character and when he leaves play, look at the
top 2 cards of your deck. Put one on the top of
your deck and the other on the bottom.",3,2024-08-29 16:27:12.0,3,SSK,NA,,NA,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,3.0401667636317886,0,0.9598332363682114,FALSE,NA
Alice Pisoni,Shimmering Skies,"Dreamborn, Ally",2024-08-12T16:04:38,,5,Amethyst,Beauty and the Beast,https://lorcana-api.com/images/cogsworth/illuminary_watchman/cogsworth-illuminary_watchman-large.png,1,TRUE,Cogsworth - Illuminary Watchman,Character,1,Common,"""Step to it! Time is of the essence.""",SSK-037,37,"Move It!: When you play this character,
chosen character gains Rush this turn. (They can
challenge the turn they're played.)",1,2024-08-29 16:27:12.0,1,SSK,NA,,NA,2,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,0.5093827648385002,0,0.4906172351614998,FALSE,NA
Randy Bishop,Shimmering Skies,"Storyborn, Ally",2024-08-12T16:03:05,,5,Amethyst,Frozen,https://lorcana-api.com/images/the_nokk/mythical_spirit/the_nokk-mythical_spirit-large.png,6,TRUE,The Nokk - Mythical Spirit,Character,1,Common,NA,SSK-036,36,"Turning Tides: When you play this character,
you may move up to 2 damage counters from
chosen character to chosen opposing character.",5,2024-08-29 16:27:12.0,5,SSK,NA,,NA,10,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,4.326814734533751,0,1.6731852654662491,FALSE,NA
Malia Ewart,Shimmering Skies,"Floodborn, Villain, Queen, Sorcerer ",2024-08-12T15:58:46,"Shift 6, ",5,Amethyst,Sleeping Beauty,https://lorcana-api.com/images/maleficent/formidable_queen/maleficent-formidable_queen-large.png,8,FALSE,Maleficent - Formidable Queen,Character,2,Super Rare,NA,SSK-035,35,"Shift 6 (You may pay 6{i} to play this on top of one of
your characters named Maleficent.)
Listen Well, All Of You: When you play this character,
for each of your characters named Maleficent in play,
return a chosen opposing character, item, or location
with cost 3 or less to their player's hand.",7,2024-08-29 16:27:12.0,7,SSK,NA,,NA,14,0,0,2,0,0,0,0,0,0,0,0,TRUE,1,6.857598733327039,0.6379826842402374,0.5044185824327236,FALSE,NA
Gonzalo Kenny,Shimmering Skies,"Storyborn, Hero",2024-08-12T01:22:56,,5,Amber,Classic Disney,https://lorcana-api.com/images/minnie_mouse/compassionate_friend/minnie_mouse-compassionate_friend-large.png,4,TRUE,Minnie Mouse - Compassionate Friend,Character,2,Common,"""Oh my! Is that part of the Illuminary? I have to
go help!""",SSK-024,24,"Patch Them Up: Whenever this character quests,
you may remove up to 2 damage from chosen
character.",5,2024-08-29 16:27:12.0,1,SSK,NA,,NA,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,3.0401667636317886,0,0.9598332363682114,FALSE,NA
Gonzalo Kenny,Shimmering Skies,"Storyborn, Ally",2024-08-12T01:20:45,,5,Amber,Frozen,https://lorcana-api.com/images/sven/reindeer_steed/sven-reindeer_steed-large.png,4,TRUE,Sven - Reindeer Steed,Character,2,Uncommon,NA,SSK-023,23,"Reindeer Games: When you play this character, you may ready chosen character. They can't quest or challenge for the rest of this turn.",3,2024-08-29 16:27:12.0,3,SSK,NA,,NA,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,3.0401667636317886,0,0.9598332363682114,TRUE,NA
Jenna Gray,Shimmering Skies,"Dreamborn, Princess",2024-08-12T01:19:19,,5,Amber,Robin Hood,https://lorcana-api.com/images/maid_marian/lady_of_the_lists/maid_marian-lady_of_the_lists-large.png,6,TRUE,Maid Marian - Lady of the Lists,Character,2,Uncommon,"""And who might you be, my knight and
champion?""",SSK-022,22,"If It Pleases The Lady: When you play this
character, chosen opposing character gets -5 {s}
until the start of your next turn.",5,2024-08-29 16:27:12.0,4,SSK,NA,,NA,9,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,4.4717037522675085,0,1.5282962477324915,FALSE,NA
Hyuna Lee,Shimmering Skies,"Storyborn, Hero",2024-08-12T01:17:27,,5,Amber,Wreck-It Ralph,https://lorcana-api.com/images/wreck-it_ralph/admiral_underpants/wreck-it_ralph-admiral_underpants-large.png,7,FALSE,Wreck-It Ralph - Admiral Underpants,Character,2,Common,"If he must give a victory speech, he'll keep it brief.",SSK-021,21,"I've Got The Coolest Friend: When you play  this character, return a character card from your discard to your hand. If that card is a Princess character card, gain 2 lore.",7,2024-08-29 16:27:12.0,6,SSK,NA,,NA,13,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,6.380419737115133,0,0.6195802628848668,FALSE,NA
John Loren,Shimmering Skies,"Storyborn, Ally",2024-08-12T01:14:48,,5,Amber,Robin Hood,https://lorcana-api.com/images/alan-a-dale/rockin'_rooster/alan-a-dale-rockin'_rooster-large.png,4,TRUE,Alan-a-Dale - Rockin' Rooster,Character,2,Uncommon,"""Thank you! Now here's o little ditty for our floodborn
friends that we call 'Martin and the Flood.'""",SSK-020,20,"Fan Favorite: Whenever you play a song, gain 1 lore.",3,2024-08-29 16:27:12.0,2,SSK,NA,,NA,5,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.5629877674198824,0,1.4370122325801176,FALSE,NA
Vanessa Morales,Shimmering Skies,"Floodborn, Hero, Princess, Racer",2024-08-11T17:01:38,"Shift 2, ",5,Amber,Wreck-It Ralph,https://lorcana-api.com/images/vanellope_von_schweetz/sugar_rush_princess/vanellope_von_schweetz-sugar_rush_princess-large.png,4,TRUE,Vanellope von Schweetz - Sugar Rush Princess,Character,2,Rare,NA,SSK-019,19,"Shift 2 (You may pay 2{i} to play this on top of one of
your characters named Vanellope von Schweetz.)
I HEREBY DECREE: Whenever you play another
Princess character, all opposing characters get -1{s}
until the start of your next turn.",4,2024-09-20 00:31:24.0,2,SSK,NA,,NA,6,0,0,2,0,0,0,0,0,0,0,0,TRUE,1,3.0401667636317886,0.6379826842402374,0.321850552127974,FALSE,NA
Cristian Romero,Shimmering Skies,"Storyborn, Hero",2024-08-11T16:56:04,,5,Amber,Wreck-It Ralph,"https://lorcana-api.com/images/fix-it_felix,_jr/delighted_sightseer/fix-it_felix,_jr.-delighted_sightseer-large.png",2,TRUE,"Fix-It Felix, Jr. - Delighted Sightseer",Character,1,Common,"""l don't think I've ever seen anything as sweet as this.""",SSK-017,17,"Oh, My Land!: When you play this character, if you have a location in play, draw a card.",3,2024-08-29 16:27:12.0,1,SSK,NA,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.463740757262313,0,0.5362592427376871,FALSE,NA
Francesco D'ippolito / Giuseppe di Maio,Shimmering Skies,"Storyborn, Ally",2024-08-11T16:54:06,,5,Amber,Duck Tales,https://lorcana-api.com/images/daisy_duck/donald's_date/daisy_duck-donald's_date-large.png,1,FALSE,Daisy Duck - Donald's Date,Character,2,Super Rare,NA,SSK-016,16,"Big Prize: Whenever this character quests, each opponent reveals the top card of their deck. If it's a character card, they may put it into their hand. Otherwise, they put it on the bottom of their deck.",4,2024-08-29 16:27:12.0,1,SSK,NA,,NA,5,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.5629877674198824,0,-1.5629877674198824,TRUE,NA
Roger P?rez / Leonardo Giammichele,Shimmering Skies,"Floodborn, Hero",2024-08-11T16:45:11,"Shift 4, ",5,Amber,Classic Disney,https://lorcana-api.com/images/minnie_mouse/drum_major/minnie_mouse-drum_major-large.png,5,TRUE,Minnie Mouse - Drum Major,Character,2,Super Rare,NA,SSK-015,15,"Shift 4 (You may pay 4{i}  to play this on top of one of your characters named Minnie Mouse.) Parade Order: When you play this character, if you used Shift to play her, you may search your deck for a character card and reveal that card to all players. Shuffle your deck and put that card on top of it.",4,2024-08-29 16:27:12.0,4,SSK,NA,,NA,8,0,0,1,0,0,0,0,0,0,0,0,TRUE,1,3.9945247560556014,0.3189913421201187,0.6864839018242801,FALSE,NA
Emily Abeydeeta,Shimmering Skies,"Storyborn, Hero, Madrigal ",2024-08-11T16:43:05,,5,Amber,Encanto,https://lorcana-api.com/images/mirabel_madrigal/family_gatherer/mirabel_madrigal-family_gatherer-large.png,5,TRUE,Mirabel Madrigal - Family Gatherer,Character,5,Legendary,"""There's nothing we can't accomplish together!""",SSK-014,14,"Not Without My Family: You can't play this character unless you have 5 or more characters in play.",5,2024-08-29 16:27:12.0,5,SSK,NA,,NA,10,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,6.815086790316403,0,-1.8150867903164034,FALSE,NA
Jochem van Gool,Shimmering Skies,"Dreamborn, Ally",2024-08-11T16:41:11,"Bodyguard, ",5,Amber,Frozen,https://lorcana-api.com/images/kristoff/reindeer_keeper/kristoff-reindeer_keeper-large.png,9,FALSE,Kristoff - Reindeer Keeper,Character,1,Rare,NA,SSK-013,13,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)  Song Of The Herd: For each song card in your discard, you pay 1{i} less to play this character.",7,2024-08-29 16:27:12.0,3,SSK,NA,,NA,10,0,0,0,0,0,0,0,0,1,0,0,TRUE,1,4.326814734533751,0.3975273886758199,4.2756578767904285,FALSE,NA
Jo?o Moura,Shimmering Skies,"Floodborn, Hero",2024-08-11T16:38:51,"Shift 3, ",5,Amber,Wreck-It Ralph,"https://lorcana-api.com/images/fix-it_felix,_jr/niceland_steward/fix-it_felix,_jr.-niceland_steward-large.png",5,TRUE,"Fix-It Felix, Jr. - Niceland Steward",Character,1,Uncommon,NA,SSK-012,12,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named Fix-lt Felix, Jr.) Building Together: Your locations get +2 {w}.",5,2024-08-29 16:27:12.0,4,SSK,NA,,NA,9,0,0,2,0,0,0,0,0,0,0,0,TRUE,1,3.8496357383218447,0.6379826842402374,0.5123815774379183,FALSE,NA
Hedvig H?ggman-Sund,Shimmering Skies,"Dreamborn, Hero, Princess, Racer",2024-08-11T16:33:33,,5,Amber,Wreck-It Ralph,https://lorcana-api.com/images/vanellope_von_schweetz/candy_mechanic/vanellope_von_schweetz-candy_mechanic-large.png,2,TRUE,Vanellope von Schweetz - Candy Mechanic,Character,1,Common,"""I'll take whatever you've got... as long as it's got
sugar in it.""",SSK-009,9,"You've Got To Pay To Play:Whenever this character quests, chosen opposing character gets -1{s} until the start of your next turn.",2,2024-08-29 16:27:12.0,2,SSK,NA,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.463740757262313,0,0.5362592427376871,FALSE,NA
Chunxi Mu,Shimmering Skies,"Storyborn, Hero",2024-08-11T16:26:16,,5,Amber,Brother Bear,https://lorcana-api.com/images/kenai/big_brother/kenai-big_brother-large.png,2,TRUE,Kenai - Big Brother,Character,1,Common,"""You have to look after your little brother, no matter
how big a pain he is.""
-Kenai",SSK-005,5,"Brothers Forever: While this character is exerted, your characters named Koda can't be challenged.",4,2024-08-29 16:27:12.0,1,SSK,NA,,NA,5,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.9409197534742193,0,0.0590802465257807,FALSE,NA
Rosa la Barbera / Livio Cacciatore,Shimmering Skies,"Storyborn, Hero, Prince",2024-08-11T16:22:16,"Singer6, ",5,Amber,The Princess and the Frog,https://lorcana-api.com/images/prince_naveen/ukulele_player/prince_naveen-ukulele_player-large.png,4,TRUE,Prince Naveen - Ukulele Player,Character,2,Legendary,NA,SSK-003,3,"Singer 6 (This-character counts as cost6 {i} to sing songs.) It's Beautiful, No?: When you play this character, you may play a song with cost 6 or less for free.",3,2025-02-17 03:29:28.0,3,SSK,NA,,NA,6,0,0,0,0,0,0,0,0,0,2,0,TRUE,1,3.0401667636317886,0.43681215859358297,0.5230210777746285,TRUE,NA
Therese Videfall,Shimmering Skies,"Storyborn, Ally",2024-08-11T16:15:51,,5,Amber,Brother Bear,https://lorcana-api.com/images/koda/talkative_cub/koda-talkative_cub-large.png,2,TRUE,Koda - Talkative Cub,Character,2,Rare,"""I mean, I don't want to brag or nothing, but I got some moves.""",SSK-001,1,"Tell Everybody: During opponents' turns, you can't lost lore.",1,2024-08-29 16:27:12.0,2,SSK,NA,,NA,3,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.6086297749960696,0,0.39137022500393037,FALSE,NA
Matthew Robert Davies,Rise of the Floodborn,"Dreamborn, Hero, Princess",2023-11-17T12:00,"Resist 2, ",2,Steel,,https://lorcana-api.com/images/tiana/celebrating_princess/tiana-celebrating_princess-large.png,4,FALSE,Tiana - Celebrating Princess,Character,2,Super Rare,NA,ROF-196,196,"Resist +2 (Damage dealt to this character is reduced by 2.)\nWhat You Give Is What You Get: While this character is exerted and you have no cards in your hand, opponents can't play actions.",4,2024-08-29 16:27:12.0,1,ROF,Lorcana,,NA,5,0,0,0,0,0,0,0,2,0,0,0,TRUE,1,2.5629877674198824,1.1024425596355079,0.33456967294460993,FALSE,NA
Gaku Kumatori,Rise of the Floodborn,"Storyborn, Ally",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/the_huntsman/reluctant_enforcer/the_huntsman-reluctant_enforcer-large.png,2,TRUE,The Huntsman - Reluctant Enforcer,Character,2,Rare,"""Run away, hide! In the woods, anywhere!""",ROF-194,194,"Change Of Heart: Whenever this character quests, you may draw a card, then choose and discard a card.",1,2024-08-29 16:27:12.0,1,ROF,Lorcana,,NA,2,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.1314507787841634,0,0.8685492212158366,FALSE,NA
Noukah,Rise of the Floodborn,"Dreamborn, Hero",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/robin_hood/capable_fighter/robin_hood-capable_fighter-large.png,2,FALSE,Robin Hood - Capable Fighter,Character,1,Uncommon,"""Capable? You don't know the half of it."" - Little John",ROF-193,193,Skirmish {e} - Deal 1 damage to chosen character.,3,2024-08-29 16:27:12.0,1,ROF,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.463740757262313,0,0.5362592427376871,FALSE,NA
Jenna Gray,Rise of the Floodborn,"Storyborn, Villain, Queen",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/queen_of_hearts/capricious_monarch/queen_of_hearts-capricious_monarch-large.png,7,TRUE,Queen Of Hearts - Capricious Monarch,Character,1,Rare,The forth Rule of Villainy: Do whatever it takes to get ahead.,ROF-192,192,"Off With Their Heads!: Whenever an opposing character is banished, you may ready this character.",6,2024-08-29 16:27:12.0,5,ROF,Lorcana,,NA,11,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,4.803993730745657,0,2.196006269254343,FALSE,NA
Jenna Gray,Rise of the Floodborn,"Storyborn, Villain, Princess",2023-11-17T12:00,"Bodyguard, ",2,Steel,,https://lorcana-api.com/images/namaari/morning_mist/namaari-morning_mist-large.png,4,FALSE,Namaari - Morning Mist,Character,1,Legendary,NA,ROF-189,189,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)\nBlades: This character can challenge ready characters.,4,2024-08-29 16:27:12.0,2,ROF,Lorcana,,NA,6,0,0,0,0,0,0,0,0,1,0,0,TRUE,1,2.4180987496861253,0.3975273886758199,1.184373861638055,FALSE,NA
Cristian Romero,Rise of the Floodborn,"Dreamborn, Broom",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/magic_broom/industrial_model/magic_broom-industrial_model-large.png,3,TRUE,Magic Broom - Industrial Model,Character,1,Common,"Even with a hauling weight of ""seriously, a lot,"" it can only do so much in a magical flood.",ROF-188,188,"Make It Shine: When you play this character, chosen character gains Resist +1 until the start of your next turn. (Damage dealt to them is reduced by 1.)",3,2024-08-29 16:27:12.0,2,ROF,Lorcana,,NA,5,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.9409197534742193,0,1.0590802465257807,FALSE,NA
Cristian Remero,Rise of the Floodborn,"Storyborn, Hero",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/li_shang/archery_instructor/li_shang-archery_instructor-large.png,5,TRUE,Li Shang - Archery Instructor,Character,2,Uncommon,"Learn what to do, then learn to do it without thought.",ROF-187,187,"Archery Lesson: Whenever this character quests, your characters gain Evasive this turn. (They can challenge characters with Evasive.)",6,2024-08-29 16:27:12.0,3,ROF,Lorcana,,NA,9,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,4.4717037522675085,0,0.5282962477324915,FALSE,NA
Luis Huerta,Rise of the Floodborn,"Storyborn, Ally",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/lawrence/jealous_manservant/lawrence-jealous_manservant-large.png,3,TRUE,Lawrence - Jealous Manservant,Character,2,Uncommon,"In this new world, the crown could finally be his.",ROF-186,186,"Payback: While this character has no damage, he gets +4 {s}.",4,2024-08-29 16:27:12.0,0,ROF,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,1,2.085808771207976,0,0.9141912287920242,TRUE,NA
Brian Weisz,Rise of the Floodborn,"Storyborn, Ally",2023-11-17T12:00,"Resist 1, ",2,Steel,,https://lorcana-api.com/images/kronk/junior_chipmunk/kronk-junior_chipmunk-large.png,6,TRUE,Kronk - Junior Chipmunk,Character,2,Rare,NA,ROF-185,185,"Resist +1 (Damage dealt to this character is reduced by 1.)\nScout Leader: During your turn, whenever this character banishes another character in a challenge, you may deal 2 damage to chosen character.",5,2024-08-29 16:27:12.0,4,ROF,Lorcana,,NA,9,0,0,0,0,0,0,0,1,0,0,0,TRUE,1,4.4717037522675085,0.5512212798177539,0.9770749679147377,FALSE,NA
Rob Di Salvo,Rise of the Floodborn,"Storyborn,Villain, Deity",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/jafar/royal_vizier/jafar-royal_vizier-large.png,3,TRUE,Jafar - Royal Vizier,Character,1,Common,"""Soon you'll learn who holds the real power!""",ROF-184,184,"I Don't Trust Him, Sire: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",2,2024-08-29 16:27:12.0,3,ROF,Lorcana,,NA,5,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,1.9409197534742193,0,1.0590802465257807,FALSE,NA
